step,vehicle_density,pre_vehicle_density,vehicle_avg_speed,v2u_rate,v2i_rate
1050,3.2,3.2,7.612628665358624,0.26274961627856824,0.11972872570503322
1060,3.2,3.2,7.771897820095919,0.2602708463136762,0.1753519424493905
1070,3.0,3.2,7.50108481002329,0.25783840849766065,0.17371313924892898
1080,3.0,3.0,7.768541549555562,0.2554510158263861,0.1721046842558834
1090,3.2,3.0,7.6057453655890175,0.25310742852522666,0.18922812735410596
1100,3.2,3.2,7.362968271791084,0.2508064519022702,0.18750787165088686
1110,3.2,3.2,7.726238369127899,0.2485469343175651,0.185818611545924
1120,3.2,3.2,7.072169584127293,0.24632776526115838,0.1841595167999783
1130,3.6,3.2,7.664824667777678,0.2441478735331836,0.20045286568677992
1140,3.4,3.6,6.399580254388983,0.2420062255197347,0.1986945072158433
1150,3.4,3.4,6.251461722914819,0.2399018235586936,0.19696672889222733
1160,3.6,3.4,6.918732655725152,0.23783370439008425,0.19526873985005302
1170,3.2,3.6,5.888233087570371,0.23580093768589558,0.1935997762615911
1180,3.4,3.2,6.802481044345932,0.23380262465465923,0.19195910019157766
1190,3.2,3.4,6.604908023404402,0.23183789671638486,0.19034599850929557
1200,3.2,3.2,6.735401464427559,0.2299059142437484,0.1887597818550515
1210,3.2,3.2,7.231438243229167,0.22800586536570094,0.18719978365790235
1220,3.6,3.2,8.631730959951767,0.22613696482991658,0.1856653592016901
1230,3.8,3.6,9.524481924545773,0.22429845292073033,0.18415588473663577
1240,3.8,3.8,9.612467570485906,0.2224895944294342,0.18267075663392102
1250,3.6,3.8,8.638651420710865,0.22070967767399877,0.1812093905808497
1260,3.6,3.6,8.352793992325129,0.21895801356547503,0.17977122081433505
1270,3.6,3.6,7.797897847609085,0.21723393471850286,0.1783556993906002
1280,3.6,3.6,7.398405597757594,0.2155367946035146,0.17696229548911116
1290,3.6,3.6,5.995211023097081,0.2138659667383711,0.17559049474888552
1300,3.8,3.6,5.243053537055218,0.21222084391730678,0.1742397986354326
1310,4.2,3.8,6.059977986353964,0.21060083747518998,0.1729097238366889
1320,4.2,4.2,5.008696162235081,0.20900537658522647,0.17159980168641098
1330,4.0,4.2,3.9695023564535603,0.20743390758834512,0.17030957761358087
1340,4.0,4.0,4.420909389111822,0.20588589335261126,0.16903861061646464
1350,4.2,4.0,4.7012006470856775,0.20436081266111047,0.1677864727600464
1360,4.2,4.2,4.0343264975264,0.20285815962683765,0.16655274869563436
1370,4.2,4.2,3.2547393100653013,0.20137744313321115,0.16533703520150567
1380,4.0,4.2,1.6272659675165315,0.19991818629891256,0.16413894074352378
1390,4.2,4.0,2.701915828777998,0.1984799259658269,0.16295808505472148
1400,4.2,4.2,2.6381659715577266,0.19706221220892817,0.1617940987329021
1410,4.2,4.2,2.583530793394878,0.19566460786702092,0.1606466228553638
1420,4.2,4.2,2.916558662815178,0.19428668809330957,0.15951530860990354
1430,4.4,4.2,4.397970655288621,0.1929280399248249,0.15839981694130284
1440,4.4,4.4,5.312342543826329,0.19158826186979144,0.15729981821254382
1450,4.4,4.4,6.409549885694167,0.1902669635120688,0.15621499188004356
1460,4.4,4.4,7.659489050025309,0.18896376513184918,0.15514502618223508
1470,4.6,4.4,9.630793446027786,0.18767829734183664,0.15408961784085937
1480,5.0,4.6,11.408800984350917,0.1864102007381756,0.1530484717743671
1490,5.0,5.0,12.049325258702707,0.1851591255654362,0.1520213008228613
1500,5.0,5.0,12.398166913856016,0.183924731395,0.15100782548404226
1510,5.2,5.0,13.093852545813464,0.1827066868162252,0.15000777365964466
1520,5.0,5.2,13.54795688199401,0.1815046691398027,0.14902088041188385
1530,5.0,5.0,14.085940069294047,0.1803183641127452,0.14804688772945326
1540,4.6,5.0,13.298734129305206,0.17914746564448067,0.14708554430263868
1550,4.2,4.6,12.439987790186262,0.17799167554354856,0.1461366053071378
1560,3.8,4.2,11.512707209624223,0.1768507032644233,0.14519983219619464
1570,3.6,3.8,11.211598109837029,0.17572426566401297,0.1442749925006775
1580,3.6,3.6,11.278521334013918,0.17461208676740533,0.1433618596367492
1590,3.8,3.6,11.277193000913575,0.1735138975424531,0.14246021272079482
1600,3.4,3.8,10.076419049820075,0.17242943568281283,0.14156983639128987
1610,3.2,3.4,9.374400899231537,0.17135844539906867,0.14069052063730672
1620,3.0,3.2,8.110682874815556,0.17030067721759296,0.13982206063337277
1630,2.8,3.0,6.946920367479815,0.16925588778681022,0.1389642565804073
1640,2.6,2.8,6.168575024688463,0.1682238396905492,0.13811691355247802
1650,2.4,2.6,5.24838234111863,0.16720430126818225,0.13727984134912968
1660,2.4,2.4,5.022172865481458,0.16619704644126554,0.1364528543530506
1670,2.4,2.4,6.16449577273701,0.16520185454640768,0.1356357713928527
1680,2.4,2.4,6.698520495171118,0.16421851017410766,0.13482841561075243
1690,2.2,2.4,6.11877357416987,0.16324680301331415,0.13403061433494917
1700,2.2,2.2,5.813345583378145,0.16228652770147114,0.13324219895650832
1710,2.2,2.2,5.798596981779495,0.16133748367982514,0.13246300481056386
1720,2.2,2.2,6.155490600063687,0.16039947505377966,0.13169287106166525
1730,2.4,2.2,7.804048804512735,0.1594723104580931,0.13093164059310072
1740,2.4,2.4,6.980685046113951,0.15855580292672478,0.13017915990003695
1750,2.4,2.4,6.078106252855389,0.1576497697671435,0.12943527898632246
1760,2.4,2.4,6.426558843478404,0.15675403243892114,0.1286998512648093
1770,2.2,2.4,5.4085855582043845,0.15586841643644136,0.1279727334610533
1780,2.2,2.2,5.825358670207356,0.1549927511755625,0.1272537855202609
1790,2.2,2.2,6.68039127322512,0.15412686988407895,0.12654287051735444
1800,2.4,2.2,7.719530634118882,0.15327060949583407,0.12583985457003583
1810,2.4,2.4,7.620738439558262,0.1524238105483433,0.12514460675473177
1820,2.4,2.4,8.07848835575125,0.15158631708379197,0.12445699902531018
1830,2.6,2.4,9.447959956258043,0.15075797655327947,0.1237769061344615
1840,2.4,2.6,9.356736361352722,0.14993863972418559,0.1231042055576438
1850,2.2,2.4,9.813232411218218,0.14912816059054135,0.12243877741949438
1860,2.2,2.2,10.217411742661215,0.14832639628629116,0.1217805044226154
1870,2.0,2.2,9.810244735129366,0.14753320700133774,0.1211292717786442
1880,2.0,2.0,10.215692717055415,0.1467484559002668,0.12048496714152378
1890,1.8,2.0,10.522996048737514,0.14597200904365165,0.13112215183556025
1900,1.8,1.8,10.97658393895406,0.145203735311843,0.13043203524695204
1910,1.6,1.8,10.563263508310486,0.14444350633115272,0.16315487465509385
1920,1.8,1.6,8.82329265421305,0.14369119640234465,0.16230510968293194
1930,1.6,1.8,6.9344114278061735,0.14294668243134806,0.17249642134814766
1940,1.6,1.6,6.560059850215143,0.14220984386211433,0.2265139634683988
1950,1.4,1.6,4.597648430814024,0.1414805626115394,0.2253523533993301
1960,1.4,1.4,3.7633916383123482,0.1407587230063785,0.22420259649423152
1970,1.2,1.4,2.4899846229464755,0.14004421172208217,0.2339231608008696
1980,1.2,1.2,2.884402216563847,0.13933691772348583,0.23274173069581475
1990,1.2,1.2,3.507634911227885,0.13863673220728742,0.27438387218134486
2000,1.2,1.2,4.145828029160223,0.137943548546251,0.27301195282043816
2010,1.0,1.2,2.6248348040610026,0.13725726223507564,0.2821908609735604
2020,1.0,1.0,2.7219577343223085,0.13657777083787231,0.28079387651329524
2030,1.2,1.0,1.891385405748202,0.13590497393719314,0.27941065544672733
2040,1.2,1.2,1.3732602339100346,0.13523877308455987,0.27804099537100807
2050,1.2,1.2,0.3531268182086951,0.13457907175244008,0.28676072269191905
2060,1.2,1.2,0.13304574012565878,0.1339257752876224,0.28536868034875446
2070,1.2,1.2,0.803630439833582,0.13327879086594308,0.28399008769006484
2080,1.2,1.2,1.702731438533864,0.13263802744831837,0.28262475073001647
2090,1.2,1.2,2.4852606530256534,0.1528384314224223,0.2913686819004844
2100,1.2,1.2,2.8906376740260957,0.1521106293680298,0.2899812119866726
2110,1.2,1.2,3.477505977847652,0.1513897259113093,0.28860689344645146
2120,1.4,1.2,6.16049369487689,0.1506756234305956,0.28724554017547765
2130,1.4,1.4,6.464664854109216,0.1656305095266806,0.29533141808890173
2140,1.4,1.4,6.714363597501736,0.164856535183098,0.29395136473334615
2150,1.4,1.4,7.143639895683937,0.16408976060085104,0.2925841490834236
2160,1.6,1.4,10.243697012055193,0.16333008578325453,0.33031652577176
2170,1.6,1.6,11.237709815645701,0.1777851122773373,0.33855705841666317
2180,1.6,1.6,12.416543895321652,0.17696958423936787,0.337004044387229
2190,1.4,1.6,12.097232124818197,0.17616150394603744,0.3741867363012103
2200,1.4,1.4,13.23077792799308,0.17536076983719184,0.3724858874998412
2210,1.4,1.4,14.104834053929318,0.17456728219086973,0.3803104556088911
2220,1.2,1.4,13.966512256371823,0.17378094308190184,0.3785973454484907
2230,1.2,1.2,13.468513526556686,0.1730016563416243,0.40925479627690214
2240,0.8,1.2,10.586721420801364,0.17222932751867062,0.4074277659363803
2250,0.8,0.8,9.662412747800161,0.17146386384080986,0.41487921965707136
2260,0.8,0.8,8.56747405566325,0.17070517417779746,0.41304347089752685
2270,0.8,0.8,8.023779027672116,0.16995316900520804,0.41122389613586374
2280,1.0,0.8,8.592087863435724,0.1692077603692203,0.4094202825563205
2290,1.2,1.0,10.078336270557381,0.16846886185232415,0.40763242106044145
2300,1.2,1.2,9.752520801741214,0.16773638853992276,0.40586010618626567
2310,1.0,1.2,7.465265444491467,0.1670102569878019,0.4041031360296152
2320,1.0,1.0,6.658117702876713,0.1662903851904407,0.4023613121674186
2330,1.0,1.0,5.864006308030799,0.1655766925501384,0.4006344395830091
2340,1.0,1.0,4.9463291084540195,0.16486909984693268,0.39892232659333815
2350,1.0,1.0,4.358871580276953,0.16416752920928618,0.3972247847780474
2360,1.0,1.0,3.929244960274019,0.16347190408551804,0.39554162891034383
2370,1.0,1.0,4.322221362186761,0.1627821492159589,0.39387267688962513
2380,1.2,1.0,8.04979261360402,0.16209819060580782,0.3922177496758032
2390,1.0,1.2,4.660823587305295,0.16141995549867055,0.39057667122527684
2400,1.2,1.0,7.784615170154386,0.16074737235075945,0.38894926842850486
2410,1.2,1.2,7.428343229388983,0.16008037080573556,0.3873353710491335
2420,1.2,1.2,7.325150609070293,0.15941888167017468,0.38573481166463297
2430,1.2,1.2,8.226845088470045,0.158762836889639,0.3841474256084
2440,1.2,1.2,8.670691551090634,0.15811216952533722,0.3825730509132836
2450,1.2,1.2,9.673670622468778,0.15746681373135624,0.3810115282564947
2460,1.2,1.2,10.910112207518383,0.1568267047324483,0.3794627009058586
2470,1.2,1.2,12.47546666320892,0.15619177880235743,0.37792641466737337
2480,1.0,1.2,13.489395673921805,0.15556197324267051,0.3764025178340372
2490,1.0,1.0,15.388618909397405,0.15493722636217788,0.3748908611359086
2500,1.0,1.0,16.271943378403613,0.1543174774567292,0.3733912976913649
2510,1.4,1.0,15.798387415393885,0.1537026667895709,0.37190368295952686
2520,1.2,1.4,15.390990949120145,0.15309273557215197,0.3704278746938145
2530,1.0,1.2,12.884187259085797,0.1524876259453846,0.3689637328966058
2540,1.0,1.0,11.844171488457853,0.15188728096134765,0.3675111197749656
2550,1.0,1.0,10.284459712168614,0.15129164456542082,0.3660698996974167
2560,1.4,1.0,7.90407832436952,0.15070066157883716,0.3646399391517237
2570,1.2,1.4,6.34202745160491,0.1501142776816431,0.3632211067036622
2580,1.2,1.2,6.093201238576488,0.14953243939605518,0.3618132729567484
2590,1.4,1.2,6.798704992420649,0.14895509407020152,0.3604163105128996
2600,1.6,1.4,6.589497767615167,0.14838218986223906,0.3590300939340035
2610,1.6,1.6,6.528464861439941,0.1478136757248357,0.3576544997043709
2620,1.6,1.6,6.826803873804472,0.14724950139000792,0.35628940619404853
2630,1.6,1.6,7.572192750620238,0.14668961735430433,0.3840069617701176
2640,1.6,1.6,8.542998210423852,0.14613397486432575,0.38255238994523044
2650,1.4,1.6,9.139449163768845,0.14558252590257345,0.38110879602090847
2660,1.2,1.4,9.918944867302315,0.14503522317361625,0.379676056186243
2670,1.2,1.2,11.277015861883223,0.14449202009056888,0.3782540484851706
2680,1.2,1.2,10.079529069573264,0.14395287076187258,0.37684265278186735
2690,1.2,1.2,9.171860346306504,0.14341772997837107,0.37544175072691577
2700,1.4,1.2,10.052688436633122,0.14288655320067326,0.37405122572422317
2710,1.2,1.4,7.930555317132804,0.1423592965467961,0.3726709628986722
2720,1.0,1.2,6.885648759315201,0.1418359167800798,0.3713008490644855
2730,1.4,1.0,8.613918890266696,0.14131637129736876,0.3699407726942856
2740,1.4,1.4,7.6811199162684085,0.14080061811745123,0.3685906238888317
2750,1.4,1.4,6.544227592416455,0.14028861586975128,0.3672502943474174
2760,1.4,1.4,5.691971983834722,0.13978032378326655,0.36591967733891195
2770,1.4,1.4,5.428596124598024,0.1392757016757456,0.3645986676734282
2780,1.4,1.4,6.764293024836677,0.1387747099430989,0.36328716167460257
2790,1.4,1.4,6.253847048842373,0.1382773095490375,0.3619850571524711
2800,1.4,1.4,5.741342360750769,0.1377834620149337,0.36069225337692623
2810,1.6,1.4,7.300611090117618,0.1372931294098982,0.3594086510517411
2820,1.8,1.6,7.893954898796965,0.13680627434106865,0.35813415228914597
2830,1.8,1.8,7.311234506607456,0.13632285994410365,0.3568686605849437
2840,1.8,1.8,7.045957870754139,0.16275839567269496,0.35561208079415135
2850,1.8,1.8,7.664452891585329,0.16218731358261518,0.35436431910715405
2860,1.8,1.8,8.007023211183135,0.16162022507358492,0.35312528302635954
2870,1.8,1.8,8.553930298738313,0.16105708840085453,0.35189488134334057
2880,2.0,1.8,10.469944068750166,0.16049786239946254,0.3506730241164537
2890,2.0,2.0,11.038246253835217,0.17865699778722832,0.3494596226489224
2900,2.0,2.0,11.421316053217689,0.17804093917416877,0.3482545894673741
2910,2.0,2.0,11.55040279290498,0.20734099512838522,0.34705783830081927
2920,2.0,2.0,11.504283328384295,0.20663092322726045,0.34586928406006273
2930,2.2,2.0,10.437066119063532,0.20592569823331058,0.34468884281753664
2940,2.2,2.2,8.210770255860716,0.20522527068829916,0.34351643178754476
2950,2.2,2.2,7.354770257264321,0.20452959180460983,0.34235196930690875
2960,2.2,2.2,6.7306832139789865,0.20383861345391843,0.34119537481600676
2970,2.2,2.2,6.299350872426853,0.20315228815609362,0.340046568840195
2980,2.2,2.2,5.627216679945492,0.20247056906832137,0.3389054729716035
2990,2.0,2.2,4.095416674969717,0.20179340997444722,0.3377720098512969
